# Segments csv created Sun Mar  5 10:54:25 2017
# num_ytids=20371, num_segs=20371, num_unique_labels=527, num_positive_labels=51804
# YTID, start_seconds, end_seconds, positive_labels
-mKtgDnG0oM, 30.000, 40.000, "/m/04rlf,/m/09x0r,/t/dd00004"
-mN6UH1Gd40, 30.000, 40.000, "/m/04k94,/m/07p7b8y,/m/09x0r"
-mmJqfAGvGs, 150.000, 160.000, "/m/0dl83"
-mpapCZXors, 330.000, 340.000, "/m/01g90h,/m/09x0r"
-mt3Oo7t3aw, 30.000, 40.000, "/m/032s66,/m/0_1c"
-n53K1XWaMc, 10.000, 20.000, "/m/02qmj0d"
-nDPmlHReow, 60.000, 70.000, "/m/03qtwd,/m/053hz1,/t/dd00135"
-nJbGyPg6BY, 60.000, 70.000, "/m/028ght,/m/09x0r"
-nQ9a0P1TlY, 23.000, 33.000, "/t/dd00005"
-na-0NBG5Ow, 1.000, 11.000, "/m/07st88b,/m/09ld4"
-nlkWWphiaM, 30.000, 40.000, "/m/02w4v,/m/042v_gx,/m/04rlf,/m/06j64v"
-nv4LwXRnCg, 100.000, 110.000, "/m/07cx4,/m/09x0r"
-o4TvhpbeTY, 150.000, 160.000, "/m/027m70_"
-oC3FVOx62g, 40.000, 50.000, "/m/01v_m0"
-oCfYDEa8EE, 30.000, 40.000, "/m/01jg1z"
-oGJwGEsIiA, 90.000, 100.000, "/m/07rrlb6,/m/09x0r"
-oSzD8P2BtU, 30.000, 40.000, "/m/02rhddq"
-ocADGlyaHc, 30.000, 40.000, "/m/07yv9,/m/09ct_,/m/0k5j"
-p-pVVp0Ibo, 20.000, 30.000, "/m/06bz3,/m/07qfr4h,/m/08p9q4"
-pBFsYisTCM, 10.000, 20.000, "/m/0dwt5,/m/0ytgt"
-pDS3yN4B1s, 50.000, 60.000, "/m/068zj,/m/09x0r,/m/0jbk"
-pSCyvWA9iM, 20.000, 30.000, "/m/032s66,/m/04zjc"
-pUfYFcsgG4, 0.000, 10.000, "/m/0395lw,/m/04rlf,/t/dd00128"
-q56v8eoD2I, 30.000, 40.000, "/m/07s02z0,/m/09x0r"
-q6f1XIGuL4, 100.000, 110.000, "/m/07mzm6"
-qBctCzLI5s, 50.000, 60.000, "/m/068zj,/m/09x0r,/m/0jbk,/t/dd00125"
-qS77R0Y1K8, 30.000, 40.000, "/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv"
-q_bj2uHkWc, 30.000, 40.000, "/m/02yds9"
-qcTD2o6I9s, 30.000, 40.000, "/m/026z9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0ggx5q,/m/0glt670"
-qfsR2ZEUcw, 30.000, 40.000, "/m/07pjwq1,/m/09x0r"
-qpgeVTesdE, 470.000, 480.000, "/m/01lsmm,/m/09x0r,/t/dd00125"
-qtYcqvW_oc, 330.000, 340.000, "/m/05pd6"
-qxw8nbLj_0, 0.000, 9.000, "/m/0j2kx"
-r2-9oyIzkQ, 30.000, 40.000, "/m/04rlf,/t/dd00003"
-rb6uia1wSo, 190.000, 200.000, "/m/01wy6,/m/085jw"
-rj9TENwPzQ, 190.000, 200.000, "/m/04rlf,/m/07sr1lc,/m/09x0r,/t/dd00128"
-rrK6gbh3so, 0.000, 10.000, "/m/09x0r,/t/dd00088"
-s5ZidRvnjQ, 250.000, 260.000, "/m/0l14t7"
-s8GfWT7_I0, 470.000, 480.000, "/m/07q6cd_"
-sEh3pYmT1E, 140.000, 150.000, "/m/07qqyl4"
-sPPlSb2CCo, 30.000, 40.000, "/m/04rlf,/m/07bjf,/m/09x0r"
-sbrgNGuWXE, 270.000, 280.000, "/m/085jw,/m/0l14j_"
-sevczF5etI, 30.000, 40.000, "/m/025td0t,/m/04rlf,/t/dd00033"
-spqqACI6UQ, 70.000, 80.000, "/m/06_fw,/m/09x0r"
-suGlxVxdCM, 30.000, 40.000, "/m/02p0sh1,/m/04rlf,/m/09x0r"
-t-htrAtNvM, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
-tBM2ZfncoU, 30.000, 40.000, "/m/0c1dj"
-tKZOl4q1Kw, 20.000, 30.000, "/m/02lkt,/m/04rlf"
-taO6N-rxv4, 30.000, 40.000, "/m/04rlf,/m/07swgks"
-toIkHblwZU, 70.000, 80.000, "/m/07r4k75"
-tpq_bzSKes, 10.000, 20.000, "/m/0140xf,/m/01c194,/m/04rlf"
-tptsFSnu60, 235.000, 245.000, "/m/03wvsk"
-uGHAvfqs2I, 30.000, 40.000, "/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
-uaTK8sa5Ms, 10.000, 20.000, "/m/018j2,/m/04rlf"
-vBj0PZ1RF0, 9.000, 19.000, "/m/028ght,/m/04rlf,/m/07plz5l"
-vRhQeleXzE, 0.000, 10.000, "/m/05x_td,/m/07qv_d5,/m/07yv9,/m/0btp2,/m/0k4j,/t/dd00128"
-vZ-_4oFCzs, 17.000, 27.000, "/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
-vg8ttgP32I, 18.000, 28.000, "/t/dd00134"
-w12aSkQ9No, 30.000, 40.000, "/m/01lyv,/m/04rlf,/m/05lls"
-w8maIWtnUk, 30.000, 40.000, "/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf"
-wHOJSFITTg, 20.000, 30.000, "/m/0939n_"
-wQ8El8J_dE, 30.000, 40.000, "/m/02dgv,/m/02y_763,/m/09x0r"
-wiXdIMwM-I, 30.000, 40.000, "/m/04rlf,/m/07qcpgn,/m/07r4wb8,/m/09x0r"
-wnDAPcoPsk, 30.000, 40.000, "/m/013y1f,/m/03gvt"
-wwmAy7sUrM, 29.000, 39.000, "/m/04rlf,/m/07q7njn"
-wymN80CiYU, 130.000, 140.000, "/m/04rlf,/t/dd00031"
-xCaTrKy1CI, 0.000, 10.000, "/m/0dwsp,/m/0dwtp,/m/0j45pbj"
-xQbyezhw_k, 40.000, 50.000, "/m/03wvsk"
-xfgovG6-KU, 30.000, 40.000, "/m/02dgv,/m/02y_763,/m/09x0r"
-xuq3kOwGGw, 30.000, 40.000, "/m/07rqsjt,/m/0c1dj"
-xvjztZlMZE, 30.000, 40.000, "/m/04rlf,/m/07pt_g0"
-yTHDQZL1dE, 30.000, 40.000, "/m/07s34ls,/t/dd00066"
-yc2dgZAkgM, 1.000, 11.000, "/m/04rlf,/m/07q6cd_,/m/09x0r"
-yrutqBKk-U, 30.000, 40.000, "/m/07c52,/m/09x0r"
-z3n74RK92U, 6.000, 16.000, "/m/01h82_,/m/02mk9,/m/09x0r"
-z4OZ7ls5Bo, 540.000, 550.000, "/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y"
-zCtwbk005g, 30.000, 40.000, "/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2"
-zI7FN8cMIE, 130.000, 140.000, "/m/07qv_d5,/m/07yv9,/m/0912c9,/m/0k4j"
-zNEcuo28oE, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9"
-zgGL2o1jqw, 80.000, 90.000, "/m/01jt3m,/m/0838f"
-znnr5EbiAc, 7.000, 17.000, "/m/07rqsjt"
0-2Onbywljo, 380.000, 390.000, "/m/04rlf,/m/068zj,/m/07r4k75,/m/09x0r"
0-6N0Qagy5A, 10.000, 20.000, "/m/04rlf,/m/0gy1t2s,/m/0l14qv"
0-7PyzhzuYQ, 30.000, 40.000, "/m/016cjb,/m/02w4v,/m/0326g,/m/04rlf,/m/0dq0md,/m/0g293,/m/0gg8l"
0-EgET9q3qE, 30.000, 40.000, "/m/013y1f,/m/03xq_f"
0-Hzui4Qpl4, 40.000, 50.000, "/m/09x0r,/m/0dv3j"
0-N62G9etNE, 30.000, 40.000, "/m/04rlf,/m/07s2xch,/m/09x0r,/m/0g293"
0-ljtP6WJrI, 30.000, 40.000, "/m/01w250"
0-o0oZvSFOk, 30.000, 40.000, "/m/07bgp,/m/07q0h5t,/m/09x0r"
0-yskgO46Bg, 30.000, 40.000, "/m/08j51y,/m/09x0r"
007P6bFgRCU, 10.000, 20.000, "/m/01kcd,/m/07gql"
00AGIhlv-w0, 300.000, 310.000, "/m/023vsd,/m/07pdjhy,/m/083vt"
00FBAdjlF4g, 30.000, 40.000, "/m/07qh7jl"
00G2vNrTnCc, 10.000, 20.000, "/m/04rlf,/m/07pt_g0,/m/09x0r"
00KM53yZi2A, 30.000, 40.000, "/m/01m4t"
00Q0fheyPoQ, 50.000, 60.000, "/m/04rlf,/m/05fw6t,/m/07qyrcz"
00XaUxjGuX8, 170.000, 180.000, "/m/07pqn27"
00cREXaIlnQ, 30.000, 40.000, "/m/019jd,/m/056ks2"
00cjBW18AMM, 30.000, 40.000, "/m/04rlf,/t/dd00032"
00iiNF4tn4o, 24.000, 34.000, "/m/04zmvq"
00mJnXKtToE, 6.000, 16.000, "/m/04rlf,/m/07qsvvw"
00vYncpl0pk, 30.000, 40.000, "/m/01z7dr,/m/04rlf"
00wORCOKNHw, 14.000, 24.000, "/m/07rv9rh"
00z0M1DJyAw, 90.000, 100.000, "/m/01rd7k,/m/025rv6n,/m/07svc2k"
01CiQ6VDxbo, 30.000, 40.000, "/m/07sr1lc"
01SaXyGY5SM, 30.000, 40.000, "/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk"
01he_d18c8o, 50.000, 60.000, "/m/04zmvq,/m/06hck5"
01x0zZpL87I, 19.000, 29.000, "/m/07qmpdm,/m/09x0r"
02-0m4RbDUI, 30.000, 40.000, "/m/02dgv,/m/07r4wb8,/m/09x0r"
02Ak1eIyj3M, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
02Fdq2tyIWI, 0.000, 10.000, "/m/04rlf,/t/dd00031"
02UvvE1oA1I, 30.000, 40.000, "/m/04rlf,/m/07q0h5t"
02XbmweOzOY, 70.000, 80.000, "/m/03p19w"
03IZHwOh2eQ, 240.000, 250.000, "/m/03cczk"
03Q2SbeP_cw, 30.000, 40.000, "/m/012n7d,/m/03j1ly,/m/03kmc9"
03Uz8L0u07Q, 480.000, 490.000, "/m/01280g,/m/0jbk"
03aJ_RcnBko, 550.000, 560.000, "/m/03l9g"
03c-hmoUfuc, 30.000, 40.000, "/m/07pp8cl,/m/09x0r,/t/dd00125"
03c2pnO2Xv0, 30.000, 40.000, "/m/07plct2"
03zeVlBWhdY, 30.000, 40.000, "/m/07qz6j3,/m/09x0r"
0439dMJj-FY, 30.000, 40.000, "/m/0jb2l,/m/0ngt1"
043ltTrTSno, 150.000, 160.000, "/m/04rlf,/t/dd00006"
0474eRAlFLY, 30.000, 40.000, "/m/0192l,/m/085jw"
04ChQ0fqzxQ, 120.000, 130.000, "/m/05rj2,/m/09x0r"
04ISXje8c_g, 11.000, 21.000, "/m/04rlf,/m/07qwdck,/m/09x0r"
04NjXsLyCl4, 30.000, 40.000, "/m/04rlf,/m/07qn4z3"
04QV0Xi5YTk, 30.000, 40.000, "/m/01bns_,/m/0d8_n"
04xLK7R5wNA, 230.000, 240.000, "/m/07s12q4"
054iiUoKoyo, 10.000, 20.000, "/m/0l14gg,/m/0l14qv"
055kC3FYxK0, 11.000, 21.000, "/m/04rlf,/m/07pws3f,/m/09x0r"
05JAmKFVy44, 20.000, 30.000, "/m/04rlf,/m/07qjznl"
05rzRNMhoL0, 30.000, 40.000, "/m/07pczhz"
06GhXB2_XNE, 30.000, 40.000, "/m/0140xf,/m/04rlf"
06Nq51sogmQ, 10.000, 20.000, "/m/02bm9n,/m/0l7xg,/t/dd00077"
06pzMwo6VHA, 120.000, 130.000, "/m/0dwsp,/m/0dwtp,/m/0j45pbj"
06rCpqwkcDw, 10.000, 20.000, "/m/01d3sd,/m/068hy,/m/0bt9lr,/m/0jbk"
06si40RVDco, 30.000, 40.000, "/m/04_sv,/m/07pb8fc,/m/07yv9,/t/dd00066"
076qdKSC8nU, 30.000, 40.000, "/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/09x0r,/m/0g12c5"
077aWlQn6XI, 30.000, 40.000, "/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r"
07AQUF6A_mg, 290.000, 300.000, "/m/03l9g"
07FxCXxknY4, 30.000, 40.000, "/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/t/dd00031"
07I7v5ISD7Y, 350.000, 360.000, "/m/03wvsk"
07mCK08xGRc, 10.000, 20.000, "/m/04rlf,/m/07pws3f,/m/09x0r"
07rwFurzpw8, 21.000, 31.000, "/m/04rlf,/m/07bjf,/m/09x0r"
07xGXxIHOL4, 110.000, 120.000, "/m/04rlf,/m/04wptg"
08Cm_RuvHmk, 0.000, 10.000, "/m/01bns_,/m/0d8_n"
08QQAMaw24E, 30.000, 40.000, "/m/04rlf,/m/07pws3f"
08Ua8a01P5g, 13.000, 23.000, "/m/07pc8lb,/m/09x0r"
08mf5GxT820, 30.000, 40.000, "/m/04rlf,/m/07qv_x_"
08pYl8L1y-g, 50.000, 60.000, "/m/07qw_06,/m/09x0r"
08wKt83tR5E, 30.000, 40.000, "/m/04rlf,/m/07brj"
08wOPt-2PeE, 90.000, 100.000, "/m/01swy6"
097K1uMIPyQ, 30.000, 40.000, "/m/04rlf,/m/09x0r,/m/0brhx"
098xwjCQmHc, 210.000, 220.000, "/m/015y_n"
09RRavdW3C0, 30.000, 40.000, "/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00130"
09kqMqn5rWs, 260.000, 270.000, "/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00129"
09lQmg2wvsY, 100.000, 110.000, "/m/01v1d8,/m/04rlf"
09pZj6CEvRw, 250.000, 260.000, "/m/03w41f"
09rHHvq75-U, 0.000, 10.000, "/m/0hdsk"
0A-VisU1k8U, 370.000, 380.000, "/m/0dl83"
0AA0R8gbxcI, 30.000, 40.000, "/m/01b9nn,/m/07hvw1,/m/09x0r"
0ARh-9Amrv0, 260.000, 270.000, "/m/07r4wb8,/m/09x0r"
0AkRWunFZPk, 190.000, 200.000, "/m/07s12q4,/m/09x0r"
0AqnCSdkjQ0, 10.000, 20.000, "/m/04k94,/m/07r5v4s"
0B7fwvTtvLM, 0.000, 8.000, "/m/018w8,/m/07pqc89"
0BCXcbaLeoA, 30.000, 40.000, "/m/07pc8lb,/m/07q7njn"
0BauNGmZtTU, 250.000, 260.000, "/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
0BgI0XxW0kE, 340.000, 350.000, "/m/025wky1,/m/09x0r"
0BlmXxLck5g, 30.000, 40.000, "/t/dd00006"
0CA5CPHRXDc, 0.000, 8.000, "/m/03vt0,/m/09f96,/m/0h2mp"
0CJFt950vOk, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
0CTgEP0SIVg, 10.000, 20.000, "/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv"
0CbBZ-XeZNU, 250.000, 260.000, "/m/015p6,/m/06_y0by,/m/0j6m2"
0Cd8q2Zg1Mc, 25.000, 35.000, "/m/01d3sd"
0Cl6hXpryhY, 30.000, 40.000, "/m/018w8,/m/07r4k75"
0Cu33yBwAPg, 60.000, 70.000, "/m/03w41f"
0CzC0-cXe8M, 30.000, 40.000, "/m/01yg9g,/m/07yv9"
0D0HHZT3jaE, 30.000, 40.000, "/m/04rlf,/m/07qjznt,/m/08cyft"
0D9ZiiYArKw, 30.000, 40.000, "/m/07pyf11,/m/09x0r"
0DJP7ywh7nc, 80.000, 90.000, "/m/06hck5"
0DUCrjc0lAo, 150.000, 160.000, "/m/02p01q,/m/07pdjhy"
0DizopdPMBw, 30.000, 40.000, "/m/04rlf,/t/dd00035"
0Dt2-TtqvJU, 30.000, 40.000, "/m/04rlf,/t/dd00005"
0DwRfesDQvE, 25.000, 35.000, "/m/07qn4z3"
0DzsPL-xElE, 20.000, 30.000, "/m/01j4z9,/m/04_sv"
0EI7FxbdsUE, 410.000, 420.000, "/m/04rlf,/m/09x0r,/t/dd00088"
0EOQco76eXQ, 30.000, 40.000, "/m/018vs,/m/04rlf,/m/04szw,/m/04wptg"
0EQYTfW7TDc, 30.000, 40.000, "/m/07pn_8q"
0EiQyHjoaz8, 14.000, 24.000, "/m/024dl"
0EvpBtracsk, 30.000, 40.000, "/m/04rlf,/m/06bz3"
0EyIdGgbPEo, 30.000, 40.000, "/m/04rlf,/m/07pws3f,/m/09x0r"
0EyJ15KLxg4, 390.000, 400.000, "/m/013y1f,/m/03gvt,/m/03xq_f"
0F-Z0zF1504, 30.000, 40.000, "/m/04rlf,/m/064t9,/m/0gywn"
0F04c_rY4aw, 0.000, 10.000, "/m/07qf0zm"
0FjrveIENzI, 20.000, 30.000, "/m/04rlf,/m/07qv_x_"
0Fzrv1GXHPI, 470.000, 480.000, "/m/01v_m0"
0G50t4FlbIA, 60.000, 70.000, "/m/03qc9zr,/m/09x0r"
0GBdXiumDQw, 30.000, 40.000, "/m/04rlf,/m/07pws3f,/m/09x0r"
0GFtqzOWnWg, 110.000, 120.000, "/m/03p19w"
0GNNFBrRz1E, 40.000, 50.000, "/m/03l9g"
0Ga7T-2e490, 17.000, 27.000, "/m/07r04,/m/07yv9,/m/0gvgw0"
0GhmrpFuRNQ, 540.000, 550.000, "/m/015lz1,/m/04rlf,/m/07p6fty"
0Gxn9FtaJFc, 30.000, 40.000, "/m/04rlf,/t/dd00033"
0H25ve3qts4, 1.000, 11.000, "/m/04rlf,/m/07rjzl8,/m/09x0r"
0H30ORfaFK8, 10.000, 20.000, "/m/01g90h"
0H814XXq-WQ, 30.000, 40.000, "/m/03qtwd,/m/04gy_2"
0HGsAx2KjPM, 30.000, 40.000, "/m/01sm1g,/m/0l14md"
0HXYdGGKV2k, 30.000, 40.000, "/m/018j2,/m/04rlf,/m/0gg8l"
0H_WUo2srs0, 30.000, 40.000, "/m/03kmc9,/m/0dgbq"
0HbhE91JB-k, 360.000, 370.000, "/m/03vt0,/m/09f96,/m/0h2mp"
0HqZRxHCGLc, 30.000, 40.000, "/m/07pl1bw,/m/083vt"
0HzbpwB3xDk, 30.000, 40.000, "/m/025wky1"
0IMxRf5KZBY, 30.000, 40.000, "/m/07p6mqd,/m/09x0r"
0ISHZQJdeSw, 30.000, 40.000, "/m/04rlf,/m/064t9,/m/06j64v"
0ImJuPpEpco, 60.000, 70.000, "/m/02l6bg"
0IwGsEzITQs, 20.000, 30.000, "/m/012f08,/m/07yv9,/m/0h9mv,/m/0k4j"
0IxyUtHw6Ec, 0.000, 10.000, "/m/04rlf,/m/07rkbfh,/m/09x0r"
0IzhjqyDzt8, 0.000, 10.000, "/m/03w41f"
0J3wJhQVOII, 260.000, 270.000, "/m/025wky1,/m/09x0r"
0JKxC7qrgt0, 80.000, 90.000, "/m/046dlr,/m/09x0r"
0J_TdiZ3TKA, 30.000, 40.000, "/m/04rlf,/t/dd00003,/t/dd00006"
0JbGxIR8JTk, 200.000, 210.000, "/m/04rlf,/m/06rqw"
0JjprYD2Yhw, 20.000, 30.000, "/m/07rbp7_"
0Jq6WJLLSIk, 4.000, 14.000, "/m/09x0r,/t/dd00018"
0K0pXiZrUJA, 200.000, 210.000, "/m/07s12q4"
0K1mroXg8bs, 9.000, 19.000, "/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq"
0KCVgexi4yU, 30.000, 40.000, "/m/04rlf,/m/06j64v,/t/dd00031"
0KKTw8pfNjg, 290.000, 300.000, "/m/09x0r,/m/0c3f7m"
0KOPvSUlNjI, 180.000, 190.000, "/m/0192l,/m/085jw"
0L2ndtt60Q8, 30.000, 40.000, "/m/04rlf,/t/dd00006"
0L6xco-GIow, 30.000, 40.000, "/m/025td0t,/m/04rlf,/t/dd00034"
0LAcf9DNd1Q, 30.000, 40.000, "/m/07rqsjt,/m/0c1dj"
0LE6Ll1rVlg, 30.000, 40.000, "/m/04rlf,/m/06j6l,/t/dd00035"
0LLlcPiatiU, 210.000, 220.000, "/m/04rlf,/m/07bjf"
0LTmV_dOmmo, 30.000, 40.000, "/m/07r4wb8,/m/09x0r"
0LY5zuRlIac, 0.000, 10.000, "/m/01qbl,/m/03qtq"
0MEPG8c0jqk, 490.000, 500.000, "/m/09x0r,/t/dd00112,/t/dd00125"
0MH_VX7PnQQ, 30.000, 40.000, "/m/01s0vc,/m/04rlf,/m/09x0r,/m/0m0jc"
0MV5mb0RJLY, 120.000, 130.000, "/m/09ddx,/m/09x0r,/m/0jbk,/t/dd00125"
0Mba3BS1oRM, 30.000, 40.000, "/m/09x0r,/m/0dv3j"
0MzrXd8CUCg, 30.000, 40.000, "/m/04fq5q,/m/04rlf"
0N0C0Wbe6AI, 30.000, 40.000, "/m/03j1ly,/m/03kmc9,/m/04qvtq,/m/0c1dj"
0N17tEW_WEU, 30.000, 40.000, "/m/02qldy,/m/09x0r"
0N3-lCzOQPI, 0.000, 7.000, "/m/07st88b,/m/09ld4"
0N6S5OoG7Vg, 150.000, 160.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
0N9EN0BEjP0, 430.000, 440.000, "/m/01bjv,/m/07r04,/m/07yv9,/m/0btp2"
0NMnJXcrhPo, 380.000, 390.000, "/m/07rqsjt"
0NW8rsCj6xQ, 30.000, 40.000, "/m/07qwdck"
0NZLG7HMiLg, 590.000, 600.000, "/m/02_41,/m/03m9d0z,/t/dd00092"
0O-gZoirpRA, 30.000, 40.000, "/m/02rhddq,/m/0k4j"
0OFlTh2_Obo, 30.000, 40.000, "/m/01z5f,/m/07r_k2n,/m/07rc7d9,/m/09x0r"
0OY8XXZ98rw, 30.000, 40.000, "/m/04rlf,/t/dd00003,/t/dd00006"
0OYlHvyfNk4, 130.000, 140.000, "/m/015y_n,/m/0164x2,/m/02x8m,/m/04rlf,/m/06rqw,/m/0g293"
0OhqyNGlJYE, 310.000, 320.000, "/m/07r4wb8"
0Olm321vgk8, 30.000, 40.000, "/m/04rlf,/t/dd00003"
0PHUQku2P5I, 50.000, 60.000, "/m/04rlf,/m/05lls,/m/074ft,/m/0l14jd"
0PKdFG3iB8w, 430.000, 440.000, "/m/01p970,/m/026t6,/m/0l14md"
0PMFAO4TIU4, 30.000, 40.000, "/m/03_d0,/m/04rlf"
0PQYNtIBVf4, 70.000, 80.000, "/m/02mk9,/m/04229,/m/07pb8fc"
0PkMaFfZ7Ws, 10.000, 20.000, "/m/03dnzn,/m/0838f"
0QSPtpp1HN8, 30.000, 40.000, "/m/013y1f,/m/03gvt,/m/05148p4,/m/05r5c"
0QTme5iyg4A, 160.000, 170.000, "/m/014zdl,/m/09x0r"
0QYedLfOwcI, 40.000, 50.000, "/m/02_nn,/m/09x0r"
0QabiRBcEKc, 50.000, 60.000, "/m/05zppz,/m/09x0r,/m/0cj0r"
0QdEYUt4LL8, 110.000, 120.000, "/m/02_41"
0QqQ1j1vBgw, 30.000, 40.000, "/m/02l6bg,/m/02mk9,/m/04rlf,/m/07yv9,/m/09x0r,/m/0cmf2,/m/0k5j"
0R6KIVvlyfQ, 30.000, 40.000, "/m/06xkwv,/m/07rcgpl"
0R85JknaH-w, 90.000, 100.000, "/m/07rrlb6,/m/09x0r"
0R8sbTHhJPo, 30.000, 40.000, "/m/03mb9,/m/04rlf,/m/07s72n,/m/08cyft"
0RGXyIbiHa4, 30.000, 40.000, "/m/07qn4z3"
0RJa3t8qZS4, 30.000, 40.000, "/m/0164x2,/m/04rlf,/m/06bxc,/m/0glt670"
0RKgmvzhBA4, 40.000, 50.000, "/m/025rv6n,/m/07st89h,/m/09b5t"
0RMYLychMXc, 0.000, 10.000, "/m/07qfr4h"
0RZRFj7zDnQ, 30.000, 40.000, "/m/01xqw,/m/02fsn,/m/0l14_3"
0RcMzUdXDRQ, 30.000, 40.000, "/m/03_d0,/m/04rlf,/m/0ggx5q"
0Rg7tKJWk2w, 30.000, 40.000, "/m/07swgks,/m/09x0r"
0RgGrVklaao, 150.000, 160.000, "/m/04rlf,/m/07qqyl4"
0Rjyih3W0Is, 0.000, 10.000, "/m/085jw,/m/0l14j_"
0Rp0mQTZF2o, 30.000, 40.000, "/m/04rlf,/m/07swgks,/m/09x0r"
0Rt6sNb3P8o, 30.000, 40.000, "/t/dd00037"
0RyzdrZgrus, 6.000, 16.000, "/m/04rlf,/m/07qsvvw,/m/09x0r"
0S2mvjzH_xQ, 40.000, 50.000, "/m/06_y0by"
0SLv6CmZas8, 2.000, 12.000, "/m/04rlf,/m/09t49,/m/09x0r"
0SNhAKyXtC8, 30.000, 40.000, "/m/02p0sh1,/m/04rlf"
0SnjS2w_c80, 520.000, 530.000, "/m/02bxd,/m/04rlf"
0TKyCw1Ykq8, 30.000, 40.000, "/m/07qwyj0"
0TSOlaZXXM8, 80.000, 90.000, "/m/018vs,/m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y"
0TV9zvfwFhs, 30.000, 40.000, "/m/04rlf,/t/dd00003,/t/dd00006"
0TiEO149Ydc, 30.000, 40.000, "/m/03_d0,/m/04rlf"
0TvuLbDrd6g, 50.000, 60.000, "/m/03fwl,/m/0jbk"
0U20V7Kh_kc, 290.000, 300.000, "/m/07q7njn,/m/09x0r"
0U7mQ5GYMX8, 300.000, 310.000, "/m/01p970,/m/0l14md"
0U9_6RyH3_M, 30.000, 40.000, "/m/04rmv"
0UF1FHDPM1A, 30.000, 40.000, "/m/07s04w4,/m/09x0r"
0Ubu4BqSWmU, 30.000, 40.000, "/m/04rlf,/t/dd00034"
0V7-w8K3Fgw, 0.000, 7.000, "/m/07q7njn,/m/09x0r"
0VCK8rLKXKA, 110.000, 120.000, "/m/0326g"
0VjPCd62oKg, 100.000, 110.000, "/m/04rlf,/m/09ddx"
0VnKeRijmM8, 150.000, 160.000, "/m/07pjjrj"
0W1En_XsDnM, 0.000, 7.000, "/m/03q5_w,/m/04rlf,/m/09x0r"
0W1sNicXboU, 60.000, 70.000, "/m/04rlf,/m/07rrlb6,/m/0838f,/m/09x0r"
0Wfdq_3F9VA, 3.000, 13.000, "/m/015jpf"
0WhN_cuP4lg, 40.000, 50.000, "/m/03fwl,/m/07bgp,/m/09x0r,/m/0ch8v,/m/0jbk,/t/dd00013"
0Wkk9iNzA9c, 30.000, 40.000, "/m/01z5f,/m/068hy,/m/0bt9lr,/m/0ghcn6,/m/0jbk"
0XFFOBzJ3aw, 120.000, 130.000, "/m/085jw,/m/0l14j_"
0XSNrKgA94g, 30.000, 40.000, "/m/0jb2l,/m/0ngt1"
0XTWdzBttaU, 0.000, 10.000, "/m/08p9q4"
0Xe2zCJNjvk, 160.000, 170.000, "/m/07pjwq1,/m/09x0r"
0XeH2s-LzZE, 2.000, 12.000, "/m/04rlf,/m/07pqn27,/m/09x0r"
0XxinBtKouQ, 30.000, 40.000, "/m/018j2,/m/01lyv,/m/04rlf,/m/07sbbz2,/m/0gg8l"
0Y8TTBlRKkQ, 330.000, 340.000, "/m/0j2kx"
0YIWrXgCjiM, 30.000, 40.000, "/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00005"
0YI_WYJVv2M, 30.000, 40.000, "/m/07bgp,/m/07q0h5t"
0YIyGEM0yG0, 550.000, 560.000, "/m/06wzb,/m/07rjwbb,/t/dd00048"
0YTieIiZNN4, 10.000, 20.000, "/m/032s66,/m/04zjc"
0Ycad70UNwE, 60.000, 70.000, "/m/04rlf,/m/09x0r,/t/dd00006"
0YsC6M4GFoc, 4.000, 14.000, "/m/07pws3f,/m/09x0r"
0Z760XNy4VM, 30.000, 40.000, "/m/04rmv,/m/09x0r"
0ZAfYE4bgs8, 0.000, 10.000, "/m/07pp8cl,/m/09x0r,/t/dd00125"
